Adam Goetz;1
Ryan R. Rosario;11
Hounshell;1
Jaska;6
hromanko;4
Ivan Hamilton;25
Jeff Yates;9
Jeena;3
Peer Allan;4
OverDrive;2
levrach;5
margot;2
Craig Wayne;1
justnobody;3
mrLite;6
NavigatingYourSoul;1
diachedelic;12
Pax0r;0
edwardmlyte;46
ink;0
Vadim Belyaev;0
Pelle ten Cate;4
worpet;13
manuelberger;0
Blender;2
Nadine M;0
user353865;0
MorbZ;1
Didask;0
zawmn83;3
Suhas K;1
bengbung;1
mmastika;0
Warrantica;0
ronaldmathies;1
LostInBrackets;2
drummondj;1
stratrider;1
Overflow Helper;4
Roger V;4
SuperJames;3
ZeroUptime;3
Darwly;2
Søren Løvborg;17
motto;5
Heals1ic;0
Mildred;23
Josh Simerman;1
Alexander salkever;5
kaybenleroll;29
Donovan Woodside;5
Tony Lenzi;6
Timothy Fries;27
Pete Michaud;3
frantisek;3
srahul07;0
eloffer centeno;0
SoAwesomeMan;2
user412126;0
Damien Roche;1
PattMauler;3
ZAA;1
Princeton2231;0
Damian Frizzi;0
cocotwo;11
Eric Willeke;0
Moghram;2
James Ellis;0
Pikson;4
akari;3
Lior Dagan;4
brnwdrng;1
Sujan Kapadia;1
eHussain;0
h221baker;0
user277813;2
Bazz;2
Nathan Fiedler;0
Leroy Frieling;0
Herb Caudill;23
Otávio;-3
Omikron;0
Jesta;5
willbt;2
Beresta;4
Gabriel Burt;1
dito;3
grammar;0
csiz;10
kizzx2;8
thodinc;3
user143149;2
Otavio;11
Dana Benson;2
Michael Haren;22
Webjedi;2
cori;4
pr1001;12
TomHastjarjanto;4
Rick Martin;5
Oleksandr Tymoshenko;3
Bart t;3
icts_jhonny;0
vuakko;3
user534028;0
Chris Dix;0
Erwan Leroux;0
oneTwoThree;0
Iain Brown;2
agradl;1
jurimo;0
user496208;0
synteur;1
woodmantech;11
adadasd;0
PetrH;0
user402068;2
Ankit Bansal;3
csj89;0
Larry Lewis;1
php services;0
Wassim AZIRAR;2
Jacob Block;19
JohnLBevan;0
adasdas;5
markpirvine;1
Mehrnaz;2
Camelhive;0
user295806;0
jstatz;0
Craig Blome;5
fabstab;3
Dan Carley;5
Victor43;0
krasenslavov;0
oakabilly;3
widox;13
Mike Cole;4
Youval Bronicki;14
Sualeh Fatehi;5
Volker von Einem;2
Whyaduck;1
PW763;1
shash;1
Eduard Wirch;6
maxp;10
arooaroo;2
Diogenes;12
er1234;1
Ajay Reddy;1
ultragtx;1
user470077;1
Ohhhyeaaa12;0
user496339;0
geekchic;2
Eddie Fernberg;0
NotNamedDwayne;4
Jonathan Champ;1
carlson;0
Zigglzworth;3
kreljm;1
Roadie57;0
SASIDHAR.C;2
Anders Sundnes Løvlie;5
Jon Drew;0
user356566;0
petersaints;2
Kristers;0
John Hall;3
adub;1
vieira;0
zvn;2
notset;0
handheldpenguin;6
wallacer;33
CallMeLaNN;6
user189035;2
chiplip;0
chessweb;1
wert;4
pblasucci;3
roustem;13
Ricky Lung;5
CodeBuddy;25
Matthew Curry;4
user134926;8
Phu Son;1
Julian;3
jonah;3
hydrapheetz;16
gfrizzle;5
user27877;6
IgnacioV;4
Josh12;1
user526562;4
Shiva Reddy;0
Nadav Y.;0
thegreattaurus;0
CuriousLizard;1
F. Mueller;1
pumkin54;2
Bluejack;5
prot;3
Hannibal;1
casablanca;4
Demidov;0
user421787;3
Mach;0
frytaz;11
tecno;1
Tim Trout;2
jcovert;1
Angel_Kitsa;1
WReach;7
Maheswar;0
Milli Cohoona;1
lcf;4
mkotechno;7
urbanjost;1
Dizzy;2
Jeffrey Shackelford;1
Anders Nygaard;47
Michael Abdelmalek;2
Sqoo;1
serk01;15
philsquared;7
LukeH;13
Steve Black;9
gargantuan;3
Per Jakobsen;2
dave4351;20
KyleLanser;11
tomasso;13
joh6nn;3
kdbdallas;8
user45810;3
OneShot;3
Tenfour04;7
PraveenMax;2
misoijnr;2
yozawiratama;0
TryPyPy;2
mpowrie;0
Kana;4
Matthew Dunham;1
plweb.se;0
Sourabh Sharma;1
Kung Foo Anton;1
Chris Gorman;2
Laritari;3
ghost11;0
Antoine Latter;3
UniCoder;3
Chi Cheung;1
irishjava;1
Tim J;13
Erik Petersen;1
snaderRaider;0
bigrockshow;2
adveb;1
Nessuno;0
Chris Gill;8
CodeSnake;6
cerhovice;1
barkmadley;6
Onato;0
CxDoo;1
chosta;1
ryanulit;2
Mark Mullin;2
Bryan Ward;10
Alon Gubkin;12
Lucian2k;2
Jordan Johnson;0
Mike McAllister;11
Pavel;3
Leons Petrazickis;2
Eileen;21
jazu100;2
JBear;0
learningspree;1
TheOutlier;1
Jim Rosengarth;1
adamseve;1
pedroteixeira;0
MortenT;1
Steven Hollidge;2
mfenchel;1
Anand Gnanasekar;0
eddyb;1
Fightingmonk;1
muckl;3
gnfti;0
Amadou;0
gonzoyumo;15
simms2k;0
yeabuddy;0
Lajnold;3
Johannes Dahlström;7
selsine;3
rross;2
aagaard;0
Alaya;0
Rus Miller;2
Glyn Normington;4
Ari B;8
oboxodo;2
Hobbes;5
cand;33
angelcervera;3
Jason;6
Jude Allred;51
Geir-Tore Lindsve;2
blackSphere;1
David Nordvall;3
AwareTek;7
galactic.fungus;0
Bzzt;1
Chris Parsons;5
fdqps;16
ahmadtamimi;2
PaDalton;3
Starman Electric;0
GWTNewbie;8
Adam Mackler;1
Ryan from Denver;3
Pow;1
Dasith Wijes;0
Guillaume Massé;3
lebhero;8
pprabhu;0
rpatel;36
ismaelmachado;2
williamsdb;8
Pritam Damania;2
ektrules;6
EasyName;3
bodacydo;26
Stimpatch;0
brucer10;1
Codejnki;0
Jinhua;6
murgatroid99;2
Davis John;1
Dave3D;1
Hege Rokenes;1
Royi;4
Chris Masterton;2
Ddywalgi;0
warsong;1
fitzgeraldsteele;19
Zettt;1
user155548;0
Cephas;5
Susan;2
micaleel;5
Martin Harris;8
cobbal;10
rXc3NtR1c;1
bentford;35
Santiago Palladino;4
Justsalt;14
Dilip Krishnan;10
phyzome;8
Stefan Koelle;5
ntg;1
delerop;1
Ryne;1
DJiK;6
user1804314;1
szhak;2
eitch;1
web3c;1
Yudi Santoso Lee;0
John Moses;2
skozlovf;5
Matt Slaney;1
Juggernt;1
DO.;2
Brent Arndorfer;1
restlessdesign;7
Mark Kane;30
Igor Kilimnik;1
bomberguy;2
user244655;1
Angelor;2
seddie;0
mtopley;2
skevar7;3
Steven Graham;8
xzvkm;2
coasthird;2
Spiphy;0
Michiel van der Blonk;1
TimLeung;4
alphadogg;7
Patrick From An IBank;2
teleball;5
FS.;15
StrangeElement;0
Bryan Stearns;10
Mikey;7
Giao;16
Rod Daunoravicius;36
Lior Friedman;0
Roman Starkov;8
user447244;0
matejk;3
abonet;20
RamVenkat;4
Hass_NB;0
purecp;1
Trenskow;5
sewa mobil;-1
Ivan Ferić;3
Akash Sahu;1
Yann Vernier;2
user382954;1
attepted_nerd;34
oop123123;0
Steven Bluen;2
nQk;25
Palle Due Larsen;1
Tim Barnaski;9
blaquee;0
vcastro;1
Ross Ellerington;0
rampr;5
Mark Callison;0
Kerby82;5
Joshkunz;6
Tim Jones;3
Chad Ford;1
jevon;11
user47678;1
user71313;0
jparker;11
Stephen Brown;0
Jonathan Lyon;4
Jim Crafton;1
user24456;6
Warren  P;2
MarcoW;6
Brad B;3
asymmetric;3
Srabanjit;0
user514275;3
kamari;9
some student;0
smallone;7
smichaud;1
"Pattrick ";19
philmo;2
djungdlt3583;0
FBaralli;0
Ricardo Zea;1
dghjfgjhfgj;1
David Roberts;2
Marinka;1
Akay;4
Wassim;2
Bruno Unna;2
joejy;3
40lb Suit of Bees;1
user308827;7
SmashThePain;0
pranjal;4
Nyan;4
Oto Brglez;0
Haary;0
hvdm;27
user255861;0
Rajendra Banker;0
AraK;13
peroumal1;9
Loolooii;9
sobertillnoon;0
Yusuf Soysal;1
oh_cripes;3
Sam Hasler;10
castaway;3
user14273;1
Enrico Detoma;6
Black Horus;15
Shahbaz;18
yyc83;0
BeginnerPro;0
Kai Friis;2
quadrant;0
user1500136;0
shilpa.randive;0
Drahk;0
Dex Waltham;3
D Nikitas;0
user537488;4
Ivan Salazar;3
Jai MAthur;0
Hermann;1
Koldoon;0
user441495;8
telengard;0
Blkdj Eerfj;-2
Luca Rocchi;5
LucasBr;1
blerh;4
Zeishi;2
zburns;1
Chattz;5
HappyFunBall;0
Paul Parker;3
Stremlenye;0
Sujith;6
user263558;0
z33;3
JQGeek;344
user88233;-1
dkpatt;2
adnan.;2
Dave Ranck;1
famzah;0
dland;6
Jalov;87
jmucchiello;4
E. Hall;13
Geno;5
monsur;0
user463495;3
TenDigit;1
Moran;42
Martin Coulthurst;0
hesron;0
P_King;7
PizzaPie;2
Alexadvance;3
Phil Dennis;2
cr7pt0gr4ph7;2
"Andrew Karim ";-1
Gregory Belton;-1
Greg Frommer;3
user338413;4
Anton Kolonin;1
MaskedCoder;1
MisterCheese;0
Mr Griever;1
matskn;6
hu.;4
Patric;4
A00;9
Rubans;4
LonH99;0
bq1990;2
Grouchal;10
Brooks;1
SethZanderJensen;0
Jirka Kopřiva;1
Christopher Bottoms;3
Corbin March;8
Mike K;2
user33188;7
user46703;3
M456;29
ishortman;1
Tobias Golbs;1
siggy_lxvi;0
ChrisInTX;1
zoras;1
Atulm;0
Gennadi;1
Hew Masters;3
Egor4eg;1
user418603;0
user442885;0
user453949;2
Blank6;1
gapo;2
mvole;0
Amri;0
pariser;5
user377519;0
nebulous;5
Francisco Quiñones;1
ILT;16
Robert Schmidt;8
PBP reader;11
ChrisB2010;2
L1ker;9
Christian Bamani;0
Phil Hayward;0
user224513;6
Mr Shannon Dunn;0
jorgusch;20
Todd Gardner;4
user63157;5
Xcoder;2
Taliesin;1
nbulba;0
Mizu;3
Chris C;1
jackrabbit;2
Knyphe;3
SelvirK;3
JJS;1
kshahar;6
Hrishikesh Kumar;2
Cpucpu;0
Paul de Lange;0
sharif y;2
bug;4
Abílio Rodrigues;1
Nolan Amy;4
Dennis Ushakov;2
marcus none;2
jj's;0
Jason9364;1
Filippo Yuri Esposto;0
Mayoneez;1
mxm;0
dansam100;2
Bannor;2
justas wza;2
HeHasMoments;5
vPJ;0
Manic;0
tntvampire;-1
gedO;2
arnemart;0
user308569;1
user322865;1
palau1;1
Clubnite;0
Magnus Nordlander;1
vrj;0
Audlin;1
Patrick Barker;0
user248964;1
ilprincipe;6
izym;2
JeffCren;0
tonyrocks;0
Leibowitzn;2
Emre G.;1
rye;5
Gambit;3
ala;12
Sujee Maniyam;1
user88240;15
krispyfi;1
sunetos;5
Jim Harte;101
Joel Anair;286
Horas;27
Edmundito;28
Martin Wickman;4
tarmin;2
Dogbot;3
K Thompson;2
user553215;0
user451500;4
user459850;1
Laz75;1
beshkenadze;3
Alessandro Gianbattista Giorge;4
Arihant Nahata;3
tallaght.ie;2
HerrVoennchen;1
R D;0
creativekev;4
Roozbehan;1
blade4;1
Free PDF Ebook Download;3
Brian Barthold;3
bucketmouse;1
simondo;0
azaupa;2
Pramo;0
DelphiDev;5
Secrest;1
user250235;1
Eino Mäkitalo;1
user260204;6
Joshua D. Drake;1
sdu;12
jemerick;3
jheddings;9
steffenbew;1
PJDev;0
jim7;0
Jon Chasteen;9
Reginaldo;2
user127802;1
Yllier;1
Graham King;64
user156966;2
Bratch;8
davekaro;30
Dimitre Novatchev;5
josefwells;1
hahuang65;3
teich;10
Anthony Green;3
Jeshurun;3
thanh tien;0
Mario Lenicky;1
jack mo;1
gmuhammad;0
user527438;0
José Arnaldo Silva;0
dwfrank;7
Chris Brauckmuller;4
user449110;2
PIntag;2
jcj80;0
AlonEl;0
Visus Zhao;8
miligraf;1
phdesign;-1
wezman;3
NWhite;1
WillDonohoe;1
yatin;1
user286452;0
SQL n00b;4
Paul Tillotson;1
nomuus;4
Ian Charnas;6
Axel Aguado;3
Aldarund;1
To.;1
cssbit;0
haresh chande;0
Cicero;1
S.ChandraHasan;0
Courtland;0
akula1001;6
Adaptee;10
deux11;0
Robert Felty;3
t6d;3
Johan J v Rensburg;0
Aayush;1
grundoon;9
dforce;8
Corin;2
Gavin Bong;17
jwb;0
solsberg;99
Colin Goudie;3
Anirudh Saraf;2
molluisma;0
user546587;7
xXhRQ8sD2L7Z;1
Deeptechtons;0
Icky;1
Erik Goens;0
wanted;0
Aryan G;3
velcrow;18
dstricks;6
alcworx;0
Sudharsanan;10
Theresia Sofia Snow;1
tchaymore;2
andymaster01;1
rhapsodyn;1
ryanxu;0
Sabourinov;1
rakeshakurathi;0
Groovetrain;1
user263241;1
matthiash;5
Gouldsc;10
RRStoyanov;1
An employee;7
pounds;1
Drew McLain;0
Andriy Buday;2
c00kiemonster;8
Brian Ellis;8
Thanatopsis;2
David Raznick;20
Justin Lawrence;2
Yoni Shalom;3
user31837;7
Ze Pedro;5
jserver;2
MathOldTimer;9
ja928;1
JoePa;1
Joe Kumar;0
C Jolly;0
Saikat;1
Mumbling Mac;6
Ryan Dunn;4
Vasyl;5
iX315;0
KlaymenDK;1
user377419;2
infra.user;1
flash3000;1
WineSoaked;6
UnclePaulie;0
efim_serg;0
henderunal;1
dba_query;33
Andreas Rejbrand;6
mattbh;19
zed_0xff;6
GreeenGuru;7
dvasanth;0
U Liyanage;2
Peter Neversoft;-4
rnix;3
szhem;2
Robert Swift;20
blade1;1
fredmerlo;0
jodeci;4
Amanda Nyren;5
Liveck;1
Matt Lachman;3
memorywar;0
JYL;6
biznez;7
Didats Triadi;2
Phyxx;0
Justin Meyer;4
Druid;4
Mohammad Mirzadeh;1
Jason Sherman;1
zehrer;6
Michael Wiles;5
ceciliaSHARP;1
Zefiro;19
mlowrance;0
Christopher Parker;6
drill3r;47
Jon Rhoades;8
Jeffrey Aylesworth;4
J Stewart;7
Frank Luke;4
RangerRich;2
Ricardo Barroso;0
dmccabe;1
user492822;13
Kristie Blande;6
Solution;1
ghost_mv;3
akarpodinis;1
guyl;2
user439669;2
Josef D.;14
complez;2
Ben C.;9
android_devrah;4
Stephen Cathers;2
Not Rick Astley;2
infinitypanda;5
Brad Joss;1
Xian Xu;4
Harald-K.;3
Richard Copperwaite;1
noghead;1
PS1;2
Mgst;16
FFiend;3
Viktor Svub;3
user356180;0
Gaurav Kumar;15
alimills;4
Jett;1
Isaiah;2
pazhitnov;1
Murali N;3
keimol;1
ed mach;1
Celeste Berus;0
jmgunn87;1
Ville Jutvik;1
user263281;2
Marty;4
Ken Gentle;6
Exacto;5
Oscar M.;1
Kamlesh;0
llimllib;13
nesh;2
sweta;0
Philipp M;3
A4J;1
sergip;3
nikans;1
Thiyagarajan;0
Nemeth;3
osman assem;0
abibol;1
Wattz;-1
Fred Fickleberry III;2
Pater Cuilus;1
Dale Cooper;1
Thiago de Arruda;4
user328695;2
Don Don;1
VectorBEAR;16
user351711;3
codegasm;1
Mattis;4
user217562;12
Byran;3
Garry Hill;0
Prashant Atal;0
nkrkv;5
Andrea Girardi;2
guinaut;5
Matt Van Kirk;2
Darkmage;1
zobi8225;0
Clyde;3
Tynan;1
Axeman;3
Brent Chapman;52
Adam Carden;22
user20916;5
user555217;284
LochNess;6
Ben Mukasa;1
user501192;0
Iaroslav Vorozhko;1
user510686;0
rseixas;0
meq;1
user442264;0
Ridvan;5
pepajen;-1
TrystanC;4
Textus;1
gruber;2
Baron Von Moose'coque;12
user394340;2
bw_üezi;0
Roflcart;1
Igor Grinfeld;0
yonatron;2
Joe Cas;-1
kd35a;2
Anil CASSAM CHENAI;1
Shaliko;2
annnuu;0
NetWriter;1
Jayson Bailey;1
harley;1
jacortinas;5
David Shaw;2
mvm;4
Joe H;2
Rawler;1
Matt P.;304
i3gu;3
user143785;2
Brother Erryn;4
JoshRivers;21
fly.floh;2
CPU_BUSY;1
fern;7
LilMoke;2
jpavel;3
Kenster;2
Stephen Walcher;4
Hober;2
Alin Sfetcu;2
user41226;0
haste;3
Arpit Tarang;5
Mark Rotteveel;117
Is Learning English;1
parthiban;0
Psycho Punch;2
malkist;12
qfab;7
harryBundles;6
Mechanistician;1
Anders Feder;1
shi kui;1
user332133;1
Chris van de Steeg;2
Wigwam;1
kkm;1
Sandip Bhattacharya;1
timsabat;2
Dako;0
casevh;6
user262656;0
anik;43
kiruthika;6
Mike Rustici;5
John Ledbetter;8
Simon Dugré;12
Adrian Ludwin;4
Brett Slatkin;4
Allan Kimmer Jensen;1
user64640;0
KevMo;6
Expansion;3
Cătălin Pitiș;2
Bietchiebatchie;3
eagleal;1
Kevin H;0
louism;1
bExplosion;0
Martha;4
keo;76
mrajeshc;0
Eschaton;13
user447624;2
sheikhjabootie;8
timfreilly;0
user496698;3
JLPicard;2
Karthik Kumaresan;0
portenkirchner;0
RShrestha;0
Ophedia;1
Ryan M.;1
easysid;2
user439791;1
Ashok Patil;1
Aymon Fournier;7
133794m3r;103
Jannik Olsen;1
xml_guy;2
Kyle Alan Hale;5
mab3;2
Criz;0
Induster;1
Shrikant;1
Tim Mahy;1
Meny;1
bstahlhood;4
John Franklin;2
Joseph Eames;0
Justin Samuel;1
alexantd;1
alina;1
Krishna Kumar;7
Anthony Mastrean;6
stukelly;4
sandesh247;3
flesh;9
plaureano;6
ansar hussain;3
Gama Ogi Prayogo;1
mokus;8
janardhan;0
Johnstonian;2
Todd Horst;0
jeremysomething;4
Drew Gain;3
Charles Harley;3
nsdiv;6
TMP File guy;1
nnight;0
dushkin;3
Danilo;2
Craig Izard;0
user304852;0
Gbps;1
Ronni Egeriis Persson;4
Supercharged;12
Vincent BOUZON;1
Robert Bak;2
Vladimir Lukyanov;2
smaldini;1
haresh;15
David Lehavi;2
mrdrbob;4
Quincy;3
can3p;1
SyBer;7
True Soft;4
homeskillet;26
jheppinstall;6
LukeDuff;38
to-chomik;16
Ghoti;1
user106776;2
Dimitri de Wild;0
Matt Schwartz;3
akshaym;3
Ku Logix;71
user564927;3
Tim Christmann;1
S Arumik;0
jimiyash;2
Boocko;2
pcup;-1
bekce;1
BayoteYC;-1
RockyJ;1
jfcole;4
Miloš;1
dodozhang21;2
MrFurious;0
tim mitchell;1
user322290;0
giles123;3
user356676;0
macedoine;1
Michael Bazos;0
Shuja Shabandri;1
Crays;9
Sue A;0
Thijs Cramer;1
bwooceli;2
mr.lost;1
Chmille4;4
BigForNothing;2
user196796;1
stinky mcpoop;0
Ashraf Bashir;2
MaikL80;0
Milos;2
David Pratt;5
teambob;1
bAN;2
Niall Mccormack;1
NSResponder;3
George Silva;2
Matt Nelson;4
mjezzi;11
earino;7
fabiobeta;0
Nuno Morgadinho;1
Mister Lucky;13
hockfan86;5
Kinglee;0
DImitris N.;0
AlphaA;2
user441725;2
bigbadwolf2;0
Kiryaka;1
ferz;4
Doc Roms;0
n-p;2
KISH;4
rybz;10
Bowr;0
Pablo Olmos de Aguilera C.;7
Gitesh Dang;0
Ali Beasley;0
user265429;4
MichaelY;2
Mikk;1
ikutsin;3
Stephen Cremin;5
chandra wibowo;22
Willem Luijk;0
DanceswithLightning;1
FullOfQuestions;4
D_N;4
S.c.;1
user258056;0
MikeSchinkel;4
ccipriano;6
Lazer;17
Leandro T. C. Melo;7
RogerDodge;2
Nikos K.;1
MrZebra;11
Ryan Ische;10
PabloBlamirez;32
tux21b;9
Josh Knutson;2
rthompson;1
willi_84;0
user547852;2
ismail shepl;7
wonne;0
FireEagle;0
Erik Lott;0
valientinx;10
user512770;0
httpdispatch;8
itzhak hasson;1
Ricky G;2
TokkyLiu;1
Sambath;2
awaage;2
concentricpuddle;1
kilien;5
spade78;4
There is no spoon;1
jkc;1
martyhu;2
bidyot;12
jbbarth;3
identitycrisisuk;2
Eric Cloninger;3
wuminqi;8
tienph;21
Patrick Sinz;1
genesisxyz;3
Doughy;13
Mara;0
Erkka;10
Eric Di Bari;5
lolwhat;1
Letterman;3
ArielP;1
Quinnifair;0
EvilPluto;0
gupita;1
Answer;1
user29965;14
Ramesh;2
Eilon;4
JontyMC;9
Will Glass;9
Patrick Foley;7
bsanneh;0
ohmer;1
ggarber;2
Jcei;0
nantiya;3
Kimae;2
k1eran;5
Stephenson024;4
user485399;0
Soumya Simanta;2
Repellr;7
Steven de Brouwer;1
Waqar Ahmed;2
Patryk Cieslak;3
divestoclimb;6
yodaisgreen;5
durand;0
DanF;0
user281373;4
thetna;5
James Jeffrey;2
user140321;9
Garlik;1
Benjamin Geiger;1
corbin dunn;17
Shamoon;8
user240282;2
Bob Walsh;65
Wesley Petrowski;1
wheresrhys;2
argruge e;0
Cooper;4
Wolfslack;0
icelava;5
Curtis Lassam;4
javacavaj;3
Tom Laughlin;1
OldMan;3
Bhaskara Krishna Mohan Potam;3
user507787;2
knalli;1
user535877;2
Kelly Gendron;4
aleqs;2
Paul Ham;1
N Chary;0
celest;0
strombom;1
sanja7s;0
Raind;0
cctk11;2
gerar;5
chuckSaldana;1
PluginDev;0
Broken_ninja;0
user312823;0
Igor Alekseev;4
Netizen;1
user18943;2
sylsau;3
user353172;3
user216112;0
Grzegorz Dziemidowicz;0
bits;6
Keyur V;1
Richard Mre;1
Amitku;0
Stig;2
StephenPAdams;3
Charles Gamble;5
Heiko;2
Vinoth;1
Pritam Karmakar;2
Brad Choate;5
matyr;4
delfuego;14
lmumar;1
KingNestor;32
user82837;1
media_maker;0
ascsa;3
sandip pandit;1
Frank Watler von Hohenstein;2
SKato;0
rmp251;0
paul_71;0
guilin 桂林;6
NeutralAngel;1
gang.cui;0
pneftali;2
Fooman;20
doome;2
Saba Jamalian;0
Twisted;1
kaichanvong;3
dotnetrocks;1
Shahrooz Kia;0
Dirk Einecke;42
user348173;0
bkmtan;2
David Ensminger;12
obulix;3
user269341;0
ljp;2
user301558;0
KCCole;0
lt_kije;4
Adam Luter;4
awsomelisp;0
Matt Wood;1
x4m;1
danjp;0
Cebjyre;5
Alexey Lebedev;6
bitFlipper;7
tusho;6
HVS;7
Brian Schmitt;4
Tyson Swing;1
mluhring;0
nerraga;2
g__k;3
ferosekhanj;1
loll;1
pragash;0
Phillip L;1
tuan.nguyenminh;1
Larry Hengen;0
vijaya;10
mxz;0
user320587;2
datag;1
wldcordeiro;1
Mark Wassell;4
darklon;1
Ayal Gelles;3
Lingesh;0
brian brinley;0
Shaun3180;1
Jerry Chong;2
Murtaza;1
steven_noble;2
Josh Lindsey;15
keyboardsamurai;3
Patrice Bernassola;5
dmitry_vk;4
user44941;3
Wacek;8
ˈoʊ sɪks;18
iamdash;1
ChickenMilkBomb;1
user4812;35
Henrik Heimbuerger;14
simonuk;4
Anders Lindahl;11
nunolourenco;1
user51568;6
user7473013;0
JeffE;0
Tusan Esen;1
Abhisek.test;1
Pieter Degraeuwe;1
Chobicus;7
user1682550;0
CT Sung;3
danderson;1
splatt;0
Sam Oshanter;4
Y.T.;0
alp_chen;5
rewolf;3
deathstick.org;0
Hortense;1
user401183;4
Matt Vagni;2
vandanabhatnagar;0
user281867;2
dth;0
proyb;0
erva;0
Iuhiz;0
Vladimir Datsyuk;19
MarcoBarbosa;0
Abhinit;7
perez;3
Carl-Erik;1
Federico Bellucci;5
Sean Horgan;2
Randy Rizun;1
Nico Adams;4
Hunter Davis;9
vdr;4
Belxjander Serechai;-1
Joshua Muskovitz;4
Matthew Glidden;3
Ben Cull;24
Walinmichi;2
pkananen;1
Queueless;2
amolkul;3
pauliephonic;22
Dala;8
puls200;2
pedalpete;2
rainwebs;0
henry74;10
Marcin Sciesinski;0
waveman;3
integral007;10
edwinbradford;4
Dennis D.;3
AndroidHacker;1
Valdemar Carneiro;5
pit;1
Nelson Rodrigues;0
Dennis K.;0
JustToHelp;1
wesimaster;-2
knslyr;2
RainerM;14
David Olsson;0
octermircty;1
alertone;5
Vj_plugs_in;6
Csharp Dev;0
core07;4
Bryan2010;20
Horrendus;0
Ackermann;4
A. Murka;3
R. van Twisk;3
Hyque;3
Hoang Nghiem;1
Stéphane Klein;4
uian;1
Adrian Clark;19
ChuckB;6
chips;40
Zote;4
axelclk;3
Evan Moran;6
nirselickter;1
user487429;0
Aleksei Vasiliev;13
G.Smulders;5
VTA;1
chikka.anddev;14
smallProgrammer;0
sartoris;1
nealyoung;2
Gregfr;2
jicman;3
mookie;1
pasha;1
Kanye;2
user353433;-1
dArignac;4
Hrushi;-2
ionectu;6
Bhavika Thakkar;5
Pramendra Gupta;3
serial;0
Lazar;0
Amrinder Arora;2
Damian Acevedo;1
MockedMan.Object;4
maxpolk;1
Ilia K.;15
Raise;2
Fajarmf;1
motiver;2
Developer Dude;24
Bobby Tables;0
Trevor Sullivan;1
gmakrygiannis;0
bretlowery;-1
CoreyStup;4
Seif Sallam;2
M Thelen;34
Wyatt Anderson;11
Dan Diplo;2
smf68;12
Assad Ebrahim;7
Mikael Mechoulam;2
leen;14
user38784;18
schettino72;15
theory;14
user132371;1
Veikko;0
Montellese;1
Memitim;3
Andy Ruddock;1
user459072;3
user464818;1
user504232;0
dhanlak;0
Sharlon M. Balbalosa;0
Michael Krussel;2
Makotosan;6
Matt Mizumi;3
vtmind;1
mfacenet;2
Zdenek.paclik;-3
user428923;1
MadMod;3
Exulted;1
CodinRonin;1
wyattbiker;1
Bill McKnight;0
gyrous;0
Matthew Payne;2
Higor;4
Sébastien Taylor;1
Jim Barker;3
Mocha;10
foo wei tau;-4
John.B;1
Goran Radulovic;0
ahmet2106;3
Ming Jia;0
user245518;1
frenchgoat;3
adammokan;2
alecco;6
Richard Golko;1
Tim Siney;1
ypicasso;5
Joaozinho das Couves;0
Effata;0
mshiltonj;1
Fabi1816;2
webRat;2
Jesse Hall;1
Brad Heller;2
peeksey;1
DIna AK;1
Daniël Zwijnenburg;0
user2804130;0
user416246;1
Hewlett123;0
Svenne;0
Sandro Pasquali;1
rbrc;0
user507866;0
NatalieL;1
sachin koppikar;1
cg4875;0
Pier-Olivier Thibault;1
laukok;7
asdf1;4
Yi Zhao;5
Usama Khalil;0
foobiefoob;1
Cetin Basoz;1
JustusJonas;0
DarkW1nter;1
Bjarki Heiðar;2
Jarle;1
Lars Holdgaard;2
maiajam;0
Christian Wattengård;1
JohnQ;0
user8865;11
Nik Hughes;6
Synoli;7
Brian_E;0
adamant7;1
Troy Gilbert;5
Cristian Pereyra;1
user547708;13
Sehrgut;0
mikesir87;3
Ricardo Cruz;5
arunabha;0
englebip;1
Kevin Dahl;0
Manivannan J;1
ktm;4
Luke Berry;2
nyem;1
danobrega;0
Nate Reed;7
user248488;9
bnferguson;1
Jandex;9
oleole;0
Imran Khan;2
Gopal Parikh;5
Fredrik Johansson;37
Michael Samples;-1
V.Haricharan;-1
Greg V;0
janek37;0
Erik Neu;0
Anton Gogolev;6
Chaitan;4
tep;12
partialdata;0
Phoshi;4
holsety;0
Name;6
dennisjtaylor;3
Fnop;2
Ivan Vrtarić;2
Athiwat Chunlakhan;8
meodudang;0
eiri;2
Xopher;0
Ain;4
Kazzar;1
Tenacious;1
vishal rana;0
0wl;4
CoderMb;0
user393388;0
gorrilla;2
Chris V.;0
user416803;0
Dave Pruce;0
contrapsych;3
testerboy;21
bobndrew;2
user366387;1
Zane Kaminski;0
Louis Rhys;9
HaltingState;6
Anatoli;1
Bolt;0
soocracy42;20
AgileYogi;13
Freaky JellyFish;3
akvikram;0
user263444;4
Chmod;18
Ken Abrams;536
man'Otunes;1
Tangopop;2
SuperBrook;3
user185518;1
Prof. Falken;2
George P.;0
user208093;1
Rickard Lindberg;4
Mike Godin;3
danseagrave;1
user6837;1
liamvictor;23
jkchong;2
dave-holm;1
Dharmesh Mehta;0
DarkMan;0
fic;1
Martian Team;0
Ederaldo;0
eleon;2
jbatson;0
Sidd;0
Martin Nilsson;6
Yasir Malang;8
anonfdsfd;6
Sheetal Mohan Sharma;1
shadeslayer;0
cemregoksu;3
hsinxh;10
